user_id,studying_style_dim_1,studying_style_dim_2,studying_style_dim_3,studying_style_dim_4,user_location,module_1,module_2,module_3,module_4,module_5,module_6
41,11,11,-9,-7,TIONG BAHRU,2,7,7,10,16,27
42,-5,-5,3,5,BISHAN,1,5,6,12,16,23
43,-5,-11,11,-3,RAFFLES HALL,1,7,9,13,18,27
44,-11,-9,-7,9,ONE-NORTH,3,6,7,10,17,21
45,11,-9,-3,-11,JALAN BESAR,3,7,7,13,18,22
46,-1,-1,-5,-9,PASIR PANJANG,1,5,8,12,16,23
47,1,-11,3,-7,PROMENADE,1,5,7,14,19,25
48,-11,9,-1,11,REDHILL,1,5,9,10,20,26
49,7,7,-3,11,JOO KOON,3,7,7,10,16,21
50,5,7,1,3,BUGIS,3,4,8,14,16,23
51,5,-11,-11,7,ESPLANADE,1,5,6,12,19,21
52,11,9,5,-9,TEMBUSU COLLEGE,3,6,8,10,16,24
53,3,-9,-1,-9,OUTRAM PARK,2,6,6,14,20,21
54,-11,-11,5,1,SENGKANG,1,4,6,13,19,23
55,3,-11,1,-7,MARINA SOUTH PIER,1,5,8,11,15,25
56,-9,11,-1,-7,FORT CANNING,3,6,9,11,18,26
57,3,-5,-3,-3,KALLANG,3,6,8,11,18,23
58,-7,9,3,11,NICOLL HIGHWAY,3,4,8,14,17,27
59,1,5,9,1,TAMPINES WEST,2,6,6,11,19,21
60,5,-3,-11,9,KENT RIDGE HALL,3,6,7,11,16,26
61,-9,9,5,1,TIONG BAHRU,3,5,6,14,18,27
62,-7,3,1,-3,ONE-NORTH,2,6,8,10,15,21
63,9,1,9,-5,BUKIT PANJANG,3,5,9,12,20,26
64,-9,5,11,3,STEVENS,1,7,9,10,18,21
65,11,-5,-3,11,MARINA SOUTH PIER,3,5,9,14,20,27
66,-1,-1,1,-5,YISHUN,1,7,8,12,16,26
67,11,-5,-7,-7,STEVENS,2,7,6,12,20,22
68,-5,-9,-3,5,CLARKE QUAY,3,4,7,11,18,26
69,-1,9,7,11,BUKIT GOMBAK,1,5,9,12,20,25
70,-1,3,-1,11,CHINATOWN,3,7,8,11,15,21
71,5,-3,3,-3,PAYA LEBAR,2,4,8,10,17,23
72,-3,-5,-9,-9,SOMERSET,2,4,6,14,18,25
73,3,5,-3,-7,CHANGI AIRPORT,1,7,7,10,18,23
74,-1,5,-3,-11,KHATIB,2,7,8,14,18,23
75,-5,-7,3,-11,BUANGKOK,2,7,9,11,20,23
76,-9,11,1,-11,EXPO,3,5,6,14,20,27
77,-11,-11,11,9,CHOA CHU KANG,1,6,8,11,16,24
78,-1,9,9,-3,TANJONG PAGAR,3,4,8,10,16,21
79,-7,-9,-7,-3,MARINA BAY,2,6,7,12,19,22
80,7,9,9,5,BEDOK RESERVOIR,3,7,9,11,18,26
81,-7,1,5,-1,SOMERSET,1,7,9,13,16,27
82,1,11,-7,11,UPPER THOMSON,1,5,9,13,17,21
83,1,-7,3,3,BUKIT GOMBAK,2,4,9,14,17,24
84,7,-11,-9,9,BUKIT BATOK,1,4,9,14,16,22
85,7,1,-3,7,SIMEI,3,5,8,14,15,24
86,-5,-3,7,11,EUSOFF HALL,1,6,8,11,19,26
87,1,-7,-11,9,BUKIT BROWN,1,5,9,12,16,27
88,7,-9,3,-1,BRAS BASAH,1,4,9,12,18,21
89,7,3,-1,-5,KING ALBERT PARK,2,4,9,11,20,21
90,1,-11,5,-7,TOA PAYOH,2,5,6,12,17,26
91,-5,9,7,9,DAKOTA,3,6,9,12,17,27
92,-5,-7,-3,-3,UTOWN RESIDENCE,1,4,7,11,17,26
93,1,1,5,3,PASIR PANJANG,2,4,8,14,20,24
94,11,5,-11,9,PIONEER,2,6,8,11,16,25
95,1,11,11,9,SEMBAWANG,1,5,6,14,19,26
96,3,9,-5,7,BUKIT GOMBAK,2,6,7,10,18,21
97,-1,7,-5,-11,ROCHOR,3,5,7,10,18,25
98,7,-5,-11,3,QUEENSTOWN,3,7,7,14,19,25
99,9,1,-9,-7,SERANGOON,3,4,8,11,15,25
100,-7,3,-7,3,JALAN BESAR,2,7,9,13,19,21
101,1,9,-3,1,RESIDENTIAL COLLEGE 4,1,4,8,13,19,22
102,7,-5,7,9,BAYFRONT,1,6,9,11,16,24
103,-7,-7,5,11,BARTLEY,2,7,7,12,19,25
104,7,1,-5,-9,UTOWN RESIDENCE,3,5,9,10,20,26
105,-9,3,3,7,NICOLL HIGHWAY,2,4,9,14,20,24
106,1,-9,9,-1,UPPER THOMSON,3,6,9,12,18,25
107,-9,-7,-5,5,SOMERSET,2,7,8,12,18,21
108,7,5,5,3,BUKIT BATOK,1,5,8,13,20,23
109,-11,-5,1,1,DOVER,1,4,6,14,15,26
110,9,-7,-3,-7,BUKIT BROWN,1,4,7,10,19,27
111,-5,-11,-9,-7,EUSOFF HALL,2,6,7,11,20,22
112,-11,7,-5,1,BENCOOLEN,3,5,9,14,20,21
113,-5,-3,3,-5,TUAS WEST ROAD,3,5,8,14,19,26
114,1,7,-9,-3,ALJUNIED,2,5,9,12,19,23
115,-11,11,1,-1,BARTLEY,1,5,7,10,16,25
116,7,11,7,-3,ADMIRALTY,2,7,7,11,19,23
117,1,11,3,-1,BUKIT BROWN,2,6,7,13,19,25
118,5,11,-11,-5,GEYLANG BAHRU,2,7,6,10,19,21
119,3,-1,-11,3,SIXTH AVENUE,1,5,7,13,17,27
120,1,-1,-1,-5,TIONG BAHRU,3,4,7,13,20,22
121,-1,-3,7,9,WOODLEIGH,2,6,8,12,16,21
122,7,-3,-3,-7,PROMENADE,1,7,9,14,19,26
123,-11,-3,-7,7,TUAS LINK,1,5,7,10,19,26
124,-9,-3,3,3,CHINESE GARDEN,3,4,8,13,17,24
125,-3,-9,5,-1,LORONG CHUAN,2,5,8,12,19,26
126,9,9,-3,-3,RESIDENTIAL COLLEGE 4,1,7,7,10,19,22
127,9,-5,-3,9,KRANJI,2,7,9,13,15,27
128,3,7,11,9,LENTOR,1,6,7,13,18,23
129,-1,-5,-11,11,OUTRAM PARK,2,7,9,12,16,25
130,7,11,1,-3,BRAS BASAH,3,6,7,12,19,23
131,11,3,-3,-5,TAMPINES WEST,3,7,6,11,18,21
132,1,-3,-5,-9,EUNOS,2,5,7,14,20,22
133,-1,-11,-7,7,JOO KOON,2,6,7,14,18,23
134,-5,5,-9,5,DHOBY GHAUT,3,5,9,10,18,25
135,-7,1,5,-5,RAFFLES PLACE,3,6,8,13,17,23
136,5,5,1,-9,BUKIT GOMBAK,1,5,9,12,18,23
137,5,9,11,3,BISHAN,3,5,9,12,15,26
138,11,1,-1,11,RIDGE VIEW RESIDENTIAL COLLEGE,2,7,7,14,16,24
139,7,1,-7,7,LAKESIDE,3,5,6,13,15,26
140,-5,-11,5,3,HAW PAR VILLA,1,4,6,13,16,24
141,7,1,-5,-1,TAI SENG,3,6,9,11,18,23
142,7,-1,-11,9,FARRER ROAD,2,5,7,12,19,23
143,7,9,3,1,MARINA BAY,1,5,7,14,17,24
144,-3,9,-3,9,CHINESE GARDEN,3,7,8,14,19,26
145,-9,-5,5,-7,UBI,1,7,9,14,19,26
146,3,1,9,3,BUKIT GOMBAK,3,5,8,11,17,27
147,-9,-9,9,-7,BENDEMEER,3,6,9,10,16,26
148,5,9,-5,-5,DHOBY GHAUT,3,4,8,11,15,25
149,-9,7,7,11,BISHAN,2,6,7,14,18,26
150,-1,-7,7,-3,BENDEMEER,1,6,9,14,15,24
151,-3,7,11,-1,TANAH MERAH,2,6,7,11,15,24
152,5,-9,-3,-5,NICOLL HIGHWAY,3,6,7,12,20,27
153,-9,-3,1,3,EXPO,2,7,8,10,20,25
154,1,5,3,-7,MARINA SOUTH PIER,1,7,9,11,18,25
155,1,3,11,9,BEDOK NORTH,3,5,9,14,19,23
156,9,3,3,3,LAKESIDE,2,5,6,10,20,24
157,-1,9,5,1,HAW PAR VILLA,3,4,6,10,18,27
158,11,11,-9,-7,KAKI BUKIT,2,4,6,11,16,24
159,-1,-3,3,-5,PRINCE GEORGE'S PARK RESIDENCE,3,5,7,10,18,26
160,-9,-1,-3,9,SENGKANG,2,7,7,11,16,23
161,-11,5,-11,-7,COLLEGE OF ALICE & PETER TAN,2,7,9,10,20,23
162,1,-1,-1,1,BRADDELL,3,5,8,10,18,27
163,3,-5,-3,-7,ORCHARD,2,6,9,11,15,23
164,-7,11,1,1,TEMBUSU COLLEGE,3,7,6,11,19,25
165,-7,-11,9,5,MARSILING,2,5,9,11,20,22
166,-7,-9,11,9,BEDOK RESERVOIR,3,6,7,13,16,23
167,-5,-11,3,11,MACPHERSON,1,6,7,13,16,22
168,-5,-9,-5,-11,BEDOK NORTH,3,7,7,13,17,24
169,11,7,-5,-9,LITTLE INDIA,2,5,7,12,18,25
170,5,7,1,9,SOMERSET,1,7,6,10,16,24
171,-3,3,1,-3,GEYLANG BAHRU,2,4,7,11,20,21
172,-5,-7,-5,5,JALAN BESAR,3,7,6,11,16,27
173,5,-7,-3,3,GUL CIRCLE,2,4,9,10,15,26
174,-5,-3,-11,1,RAFFLES HALL,3,5,7,14,16,22
175,9,7,-11,-1,BEDOK NORTH,3,7,7,11,15,26
176,9,11,1,7,SOMERSET,2,5,6,10,15,25
177,-1,9,-9,-7,KOVAN,2,5,8,11,15,27
178,-1,1,11,5,LABRADOR PARK,1,4,9,11,17,24
179,-11,-11,1,9,TELOK BLANGAH,2,5,6,12,16,23
180,-7,9,-11,5,POTONG PASIR,3,5,6,10,17,22
181,-9,5,3,-3,PASIR PANJANG,1,7,9,13,19,26
182,-5,5,7,3,KAKI BUKIT,2,6,9,11,16,26
183,1,9,-3,9,NEWTON,1,5,9,10,20,26
184,3,9,1,1,HOUGANG,2,4,7,13,15,24
185,9,-5,-3,-7,COLLEGE OF ALICE & PETER TAN,3,7,7,10,16,21
186,7,-1,11,-5,PASIR PANJANG,2,5,9,14,18,23
187,9,7,9,7,PASIR RIS,1,6,7,14,18,21
188,5,-11,11,-1,CHINESE GARDEN,3,4,8,14,15,26
189,-1,-11,-5,-9,CANBERRA,1,6,6,14,16,25
190,9,7,-9,9,HUME,2,5,6,13,20,22
191,5,1,7,9,BAYFRONT,2,7,7,11,16,27
192,9,-11,1,3,EUSOFF HALL,2,7,8,12,17,23
193,1,-11,7,3,KHATIB,2,4,9,14,18,24
194,-11,-11,-9,1,MARINA SOUTH PIER,1,7,7,12,17,27
195,-11,1,-7,3,MARINA BAY,2,5,8,14,20,24
196,11,-7,-9,-11,DHOBY GHAUT,1,7,9,13,15,21
197,11,-11,3,-11,BAYFRONT,3,6,7,14,16,26
198,-7,-7,-1,9,YIO CHU KANG,3,7,7,11,16,26
199,9,-5,-9,3,LAVENDER,1,7,8,12,15,26
