user_id,studying_style_dim_1,studying_style_dim_2,studying_style_dim_3,studying_style_dim_4,user_location,module_1,module_2,module_3,module_4,module_5,module_6
32,9,-11,5,3,EUNOS,1,4,9,11,17,26
33,3,-11,1,7,POTONG PASIR,2,6,9,12,15,24
34,3,9,5,-1,CLARKE QUAY,3,5,9,10,15,27
35,1,9,-1,-11,TUAS WEST ROAD,3,7,7,11,17,27
36,11,1,5,-7,TELOK AYER,3,5,6,11,16,23
37,5,1,3,-3,LAVENDER,1,7,9,11,16,22
38,11,7,11,-5,SIMEI,2,6,9,14,19,26
39,1,-3,1,7,CANBERRA,1,5,8,10,17,22
40,11,-9,-9,1,HARBOURFRONT,3,7,6,10,17,27
41,-11,-1,-11,11,KING ALBERT PARK,2,7,7,12,15,22
42,1,3,-7,11,BEDOK RESERVOIR,3,6,8,10,19,22
43,-3,7,11,9,SPRINGLEAF,1,5,6,10,18,25
44,7,5,11,-9,BUANGKOK,2,5,6,10,16,23
45,3,3,7,-1,BUKIT BROWN,3,7,8,13,15,23
46,3,11,1,7,BARTLEY,2,4,9,10,15,25
47,-1,11,-9,-9,UTOWN RESIDENCE,3,6,9,10,19,27
48,7,-11,5,7,HOLLAND VILLAGE,2,4,7,12,19,25
49,5,-11,-1,3,BENDEMEER,3,4,6,12,16,27
50,-3,5,1,-5,WOODLANDS NORTH,1,4,6,11,18,25
51,11,-7,-11,-1,TOA PAYOH,2,4,8,14,16,23
52,3,3,-9,-11,SHEARES HALL,3,6,6,12,15,24
53,-11,5,9,5,POTONG PASIR,3,6,6,10,16,22
54,-1,-1,11,-11,HOUGANG,3,6,6,14,18,23
55,-1,-9,3,9,COMMONWEALTH,1,6,9,10,18,25
56,7,7,-7,-5,GEYLANG BAHRU,2,6,6,10,20,27
57,-3,1,-3,11,RAFFLES HALL,1,4,6,14,17,25
58,-9,7,-3,-1,BAYFRONT,2,7,9,12,18,24
59,11,-9,-1,7,CITY HALL,3,4,7,10,19,21
60,-3,-1,11,1,LITTLE INDIA,1,4,7,14,19,25
61,-11,5,11,-11,KOVAN,3,6,8,12,15,25
62,11,3,5,7,KING EDWARD VII HALL,1,4,8,11,20,25
63,-3,3,-11,-7,MATTAR,3,5,9,12,16,24
64,-1,-5,-9,-11,SIXTH AVENUE,2,6,9,12,15,27
65,-3,11,-11,-1,BUKIT PANJANG,2,7,9,14,17,21
66,-3,3,-9,1,TAMPINES WEST,3,4,6,12,15,23
67,3,-1,-1,-9,YISHUN,3,5,9,12,15,22
68,1,7,7,1,HAW PAR VILLA,1,6,9,13,20,26
69,1,11,-7,1,KENT RIDGE HALL,1,6,8,12,17,24
70,3,-5,5,5,FORT CANNING,2,7,6,12,20,27
71,5,11,11,3,CHINESE GARDEN,2,7,9,14,19,22
72,11,-9,-3,5,TUAS WEST ROAD,2,5,9,12,19,26
73,1,-9,-11,5,NICOLL HIGHWAY,3,6,7,14,17,21
74,-11,9,5,-5,CALDECOTT,1,6,6,14,19,21
75,-5,11,-5,5,TELOK AYER,2,7,8,11,16,25
76,5,-3,3,-3,LAVENDER,2,5,7,10,15,21
77,9,5,7,-3,BRAS BASAH,2,4,8,13,15,24
78,7,-11,-1,-1,STEVENS,1,6,8,11,20,25
79,-1,9,-11,-7,QUEENSTOWN,3,7,6,10,19,26
80,-9,3,11,5,BAYFRONT,2,6,7,12,18,21
81,11,3,-9,9,NOVENA,3,5,6,14,18,27
82,-5,7,5,-7,TELOK BLANGAH,3,4,7,10,16,27
83,7,-1,1,-5,KENT RIDGE HALL,3,4,6,14,19,25
84,11,-5,7,5,TAI SENG,2,7,6,12,18,25
85,-9,-9,1,7,BUKIT PANJANG,1,6,9,11,15,27
86,3,-1,-9,-3,TELOK BLANGAH,1,5,6,13,16,24
87,-5,9,7,11,TEMASEK HALL,2,4,7,13,16,25
88,-11,-9,-3,9,PRINCE GEORGE'S PARK RESIDENCE,3,5,6,10,16,23
89,-11,9,-11,3,UBI,3,5,6,13,15,22
90,7,-1,7,7,EUSOFF HALL,1,7,6,14,17,26
91,7,5,9,7,TUAS WEST ROAD,1,7,6,10,15,22
92,-7,7,-11,-9,LORONG CHUAN,3,4,7,14,17,27
93,-3,3,7,-11,HARBOURFRONT,1,4,6,14,15,23
94,1,-3,-3,9,PASIR PANJANG,3,6,7,10,18,26
95,1,11,-11,11,BENCOOLEN,2,4,9,12,15,26
96,1,-3,-11,-3,DOWNTOWN,1,7,7,13,18,24
97,-3,-7,9,-1,KEMBANGAN,2,4,8,12,16,23
98,-5,-5,11,7,TANAH MERAH,2,5,7,14,16,23
99,-3,11,3,-5,LAKESIDE,1,6,9,12,20,22
100,11,-7,9,3,SEMBAWANG,2,5,7,13,16,24
101,11,-1,5,7,TELOK AYER,2,5,6,12,16,21
102,-7,-11,-5,9,SOMERSET,1,6,6,10,18,26
103,9,9,5,-5,SERANGOON,1,5,8,14,17,21
104,1,-9,11,-7,WOODLEIGH,2,4,6,13,17,26
105,-3,-9,-1,-5,ANG MO KIO,1,5,9,14,19,21
106,-3,-11,-7,-9,TOA PAYOH,2,6,8,10,16,22
107,-7,-9,-5,-7,LAKESIDE,3,4,9,14,18,25
108,3,3,-1,-5,EXPO,3,6,6,10,17,23
109,-3,-7,7,3,OUTRAM PARK,2,5,7,10,17,27
110,11,-3,9,5,GEYLANG BAHRU,2,7,7,10,17,25
111,5,-7,11,3,CANBERRA,3,5,8,10,19,22
112,5,-9,5,7,BAYFRONT,1,4,8,11,16,22
113,9,-3,5,5,TANJONG PAGAR,2,7,6,10,18,24
114,5,1,9,7,ROCHOR,1,6,9,11,15,24
115,1,-9,-9,5,JURONG EAST,1,5,7,11,17,26
116,7,-9,-1,-7,SIMEI,2,7,9,11,20,22
117,7,11,-11,-1,BUKIT GOMBAK,2,7,9,14,19,27
118,-9,5,9,11,TAMPINES WEST,2,4,6,10,20,22
119,9,9,-7,9,TOA PAYOH,3,7,9,14,17,27
120,7,11,-7,-9,BRADDELL,3,6,6,11,17,21
121,7,-9,11,9,HARBOURFRONT,3,7,7,11,18,27
122,-3,-1,-1,-9,BRIGHT HILL,1,7,9,10,19,22
123,-11,-11,7,-9,GEYLANG BAHRU,2,5,6,14,17,23
124,7,-5,11,-7,BOON LAY,1,5,8,13,20,24
125,5,-9,-3,-11,TUAS WEST ROAD,3,4,6,11,15,24
126,-7,-3,9,11,BRAS BASAH,2,7,9,12,18,26
127,3,5,7,11,BARTLEY,3,4,8,14,18,27
128,3,-3,-3,-3,DOVER,2,6,6,11,15,21
129,-7,-11,1,-3,NOVENA,1,5,7,13,20,24
130,9,3,11,11,UTOWN RESIDENCE,3,7,7,12,19,22
131,-3,-1,-7,9,SIXTH AVENUE,3,5,6,13,17,21
132,9,-11,1,11,GUL CIRCLE,3,7,6,10,20,25
133,-7,-7,-1,-11,DAKOTA,2,6,6,13,19,26
134,3,-9,9,-3,POTONG PASIR,3,5,6,12,20,25
135,5,5,-7,-1,YEW TEE,2,4,8,13,19,22
136,5,3,5,-3,SIXTH AVENUE,2,4,7,11,17,26
137,5,3,5,5,NICOLL HIGHWAY,1,4,8,14,20,24
138,1,-1,9,7,CALDECOTT,1,5,8,14,18,27
139,-3,-5,9,-7,PRINCE GEORGE'S PARK RESIDENCE,2,6,7,10,16,25
140,9,-7,-5,11,ADMIRALTY,3,5,7,14,18,21
141,9,-5,-1,9,BOTANIC GARDENS,3,5,6,10,17,26
142,9,-11,3,-11,LENTOR,3,6,9,14,15,21
143,-5,3,3,-3,STEVENS,3,4,6,12,17,22
144,3,-3,-5,9,BRAS BASAH,3,7,8,10,16,25
145,-9,5,1,-9,PIONEER,3,6,7,12,16,21
146,-9,-9,7,11,BUKIT BROWN,3,6,7,13,20,26
147,3,-7,7,9,STEVENS,2,5,8,13,20,27
148,-9,-1,-3,3,YIO CHU KANG,1,7,7,13,16,21
149,-11,-7,11,5,PAYA LEBAR,1,6,8,11,18,22
150,9,7,7,1,BENDEMEER,1,4,7,11,17,22
151,1,-11,11,-5,YEW TEE,2,5,6,10,20,24
152,-7,-1,11,-11,TIONG BAHRU,3,6,9,13,15,22
153,9,-7,-3,11,SHEARES HALL,1,7,7,10,20,23
154,5,5,9,1,KENT RIDGE,3,5,9,12,19,22
155,-1,11,-9,5,TIONG BAHRU,3,4,7,11,15,27
156,5,7,-1,-11,YIO CHU KANG,3,4,7,11,17,23
157,1,1,1,5,TAN KAH KEE,3,5,9,10,16,22
158,-3,-11,-9,-9,ANG MO KIO,3,5,9,11,19,23
159,-5,5,3,11,LAVENDER,1,6,9,13,16,21
160,1,1,5,7,EUSOFF HALL,1,7,6,10,15,26
161,-1,-1,1,1,PASIR RIS,1,5,7,12,15,22
162,7,9,-11,-11,TIONG BAHRU,3,4,7,13,17,22
163,-5,3,7,1,MARSILING,3,7,7,11,17,25
164,7,7,-9,-7,BUGIS,3,7,8,10,18,27
165,-11,-9,1,9,COMMONWEALTH,3,4,6,13,18,27
166,-3,5,3,-9,MAYFLOWER,1,7,9,14,18,24
167,-1,1,-1,-7,SHEARES HALL,3,7,8,11,17,26
168,-3,-5,9,-1,BEDOK RESERVOIR,3,7,6,14,20,24
169,-3,7,-1,-3,BEAUTY WORLD,3,4,7,14,16,27
170,-9,5,-1,-5,WOODLANDS NORTH,2,5,8,14,16,26
171,5,-11,5,-7,PASIR PANJANG,3,7,9,13,18,22
172,-7,-9,-1,-1,COLLEGE OF ALICE & PETER TAN,2,6,9,13,20,22
173,-3,3,7,-1,STADIUM,3,7,7,10,19,22
174,7,5,-5,5,WOODLANDS SOUTH,2,4,6,13,20,26
175,9,-5,7,-11,NOVENA,2,5,7,11,16,25
176,-7,11,7,-7,MARSILING,3,4,9,11,18,24
177,1,11,11,7,CHANGI AIRPORT,2,7,7,13,16,24
178,5,-3,9,3,MAYFLOWER,1,6,8,12,19,27
179,3,7,5,-7,POTONG PASIR,3,6,8,14,18,26
180,-7,-1,11,-9,TAI SENG,1,4,9,10,15,24
181,11,3,5,3,CLARKE QUAY,1,5,9,12,18,23
182,1,-1,3,-5,TELOK AYER,1,5,8,11,15,27
183,-11,-9,3,-9,CHANGI AIRPORT,2,4,9,14,19,22
184,-7,-5,5,5,DOWNTOWN,3,5,8,14,20,24
185,9,-5,3,3,TANAH MERAH,2,5,6,13,15,27
186,11,9,9,-9,BUKIT PANJANG,2,6,7,12,19,23
187,-5,11,7,7,MACPHERSON,1,5,7,10,19,22
188,7,-9,5,9,ESPLANADE,3,7,9,12,18,21
189,5,-9,1,-7,NOVENA,1,7,7,11,17,21
190,-11,9,-3,-1,LAVENDER,1,5,6,10,19,27
191,-1,-11,11,-11,TANJONG PAGAR,3,7,8,13,15,21
192,-9,-1,-1,-11,PASIR PANJANG,2,4,7,11,18,21
193,1,5,-7,5,TAN KAH KEE,1,6,7,12,17,26
194,5,9,-11,7,UPPER THOMSON,2,5,6,12,18,21
195,5,-11,-11,9,SENGKANG,2,4,9,12,16,23
196,-1,-1,9,-9,BUKIT PANJANG,2,5,7,13,15,26
197,-3,5,5,-3,BARTLEY,2,4,8,12,15,25
198,-9,-5,11,1,TELOK BLANGAH,1,7,9,12,16,21
199,3,-7,3,1,HUME,2,7,9,13,15,27
